keyword_1,keyword_2,count
Q-learning approach,Mobile ad hoc Networks,1
summarization,image classification,1
summarization,lifelog,1
summarization,recognition,1
summarization,benchmark,1
summarization,Single-document summarization,1
summarization,multimedia,1
summarization,storytelling,1
summarization,lifelogging retrieval and summarization,1
personalised search,test collection,1
low-cost,water level monitoring,1
Fixations,Wearable Sensors,1
Fixations,Assistive Technology,1
Fixations,Eye-tracking Glasses,1
gamification,systematic mapping,1
datasets,natural language processing,1
evaluation metrics,automatic evaluation,1
UI generation,Templating engine,1
Document Expansion,Topic Model,1
Document Expansion,Modelling,1
Document Expansion,feedback,1
dependency parsing for low-resource languages,parsing,1
dependency parsing for low-resource languages,knowledge transfer across related languages,1
Gaussian Blurring,Principal Component Analysis,1
Gaussian Blurring,Computer vision,1
Word Embeddings,Modelling,1
Word Embeddings,Indexing,1
Word Embeddings,Natural Language Processing,1
Cloud computing,Computational modeling,1
Cloud computing,Cloud,2
Cloud computing,task scheduling,1
Cloud computing,whale optimization algorithm,1
Principles,Usage Monitoring,1
Principles,Cloud,1
Principles,Accountability,1
Principles,Ontologies,1
Principles,Artificial Intelligence,1
Principles,HCI,1
Data Warehousing,Data Mining,1
Data Warehousing,ETL,2
Data Warehousing,OLAP,1
Type-based Facets,Dataset Collection,1
Sentiment analysis,Opinion mining,1
Collaborative Design,Gerontology,1
microarray data analysis,time course data,1
convolutional neural networks (CNN),component,1
convolutional neural networks (CNN),CNN,2
convolutional neural networks (CNN),transcript features,2
conversion,parsing,1
conversion,Irish,1
conversion,étiquettes,1
conversion,dependency treebank,1
Social Networks,Place-type tagging,1
Social Networks,web 2.0,1
statistics,Performance evaluation,1
statistics,Internet of Things (IoT),1
statistics,Throughput,1
statistics,IoT,1
Retrieval effectiveness,Rich Speech Retrieval,1
Digital Diary,Memory Reminiscence,1
pedestrian detection,pedestrian tracking,1
Crowd Analysis,anomaly detection,1
Crowd Analysis,Domain Adaptation,1
Crowd Analysis,"feature extraction,",1
Design Knowledge,Interactive Devices,1
Design Knowledge,Interaction Design,1
Query segmentation,pseudo relevance feedback,1
Query segmentation,feedback,1
digital narrative,storytelling,1
digital narrative,card-sorting,1
Medical device software development,Process model,1
Hybrid MT,Machine Translation,1
Hybrid MT,Subject-Verb Agreement,1
semantic indexing,benchmark,1
Software development process,Terminology,1
Software development process,Software development,3
Software development process,Agile software development,1
Software development process,Software engineering,1
Software development process,software SMEs,1
chemistry,management,1
chemistry,sensor data management,1
chemistry,sensor networks,1
smart fabrics,ambient feedback,1
smart fabrics,energy monitoring,1
smart fabrics,feedback,1
smart fabrics,home energy monitoring,1
Image matching,Sketch-based retrieval,1
Metadata Quality,Digital Libraries,1
PKM,management,1
Cloud Architecture,Cloud,1
Software process improvement,Process reflexivity,1
Software process improvement,Personality,1
Software process improvement,MDevSPICE®,1
Software process improvement,software SMEs,1
image classification,brain computer interfaces,1
image classification,lifelog,1
image classification,recognition,1
image classification,benchmark,1
image classification,lifelogging retrieval and summarization,1
Performance Analysis,"Technical, Tactical",1
data exploitation,Data governance,1
data exploitation,data asset,1
Topic Model,Modelling,1
Topic Model,location,1
Topic Model,Latent Dirichlet Allocation,1
Topic Model,Cross-lingual Information Retrieval,1
documentaries,speech recognition,1
documentaries,recognition,1
documentaries,multimedia,1
documentaries,video retrieval,1
documentaries,Narrative peaks,1
Children,24-H dietary recall,1
Embedded Sensors,Human Activity Recognition,1
Interoperability,GD,2
Interoperability,GDPR,2
Modelling,Indexing,1
Modelling,CloudSimPlus,1
Modelling,Cloud,2
Modelling,Building Information Modelling,1
Modelling,Data Mining,1
Modelling,Programming Learning,1
Modelling,Workload,1
Modelling,search engine,1
Modelling,HPC,1
Modelling,Natural Language Processing,1
language identification,natural language processing,1
language identification,code switching,1
Label Storage Scheme,XML,1
Label Storage Scheme,Fibonacci,1
machine translation evaluation,document-level MT,1
machine translation evaluation,annotation,1
machine translation evaluation,"corpus, annotation",1
cross language information retrieval,medical searches,1
cross language information retrieval,multilingual searches,1
Record Linkage,Customer Segmentation,1
XML,Fibonacci,1
XML,label reuse,1
XML,Data Warehouse,1
XML,dynamic labeling schemes,2
anomaly detection,"feature extraction,",1
project management,Monte Carlo methods,1
project management,management,1
project management,public domain software,1
project management,methods,1
workshops,tasks,1
medical searches,multilingual searches,1
document-level MT,annotation,1
document-level MT,"corpus, annotation",1
Belief systems,Software development,1
questionnaire,applications,1
questionnaire,methods,1
purchase intent,user generated content,1
resilient training,CNN accelerator,1
resilient training,CNN,1
Public Speaking,Positive Computing,4
Public Speaking,Real-time Feedback,2
Public Speaking,HCI,1
Public Speaking,feedback,1
Indexing,recognition,1
Indexing,correlation,1
Indexing,Instance Search,1
Indexing,Manuals,1
Indexing,Natural Language Processing,1
Indexing,Semantic Indexing,1
electric bicycles,component,1
electric bicycles,speed advisory,1
Complex systems,High-performance computing,1
Time series prediction,Multi-resolution Analysis,1
Time series prediction,Forecasting,1
Time series prediction,Prediction in the long run,1
Feature Selection,"Multi-Objective Evolution
Algorithm",1
Digital retail,Behavior analytics,1
Data Synchronisation,Query Service,1
natural language processing,parsing,1
natural language processing,code switching,1
ASR,multimodal,1
handwriting  recognition,variable  length  input,1
handwriting  recognition,recognition,1
handwriting  recognition,deep  learning,1
safety critical software development,safety context,1
safety critical software development,Situational factors reference model,1
Computational modeling,Cloud,1
Computational modeling,Polymers,1
component,lifelog,1
component,CNN,1
component,speed advisory,1
component,transcript features,1
Cellular automata,Agent-based models,1
Cellular automata,Dynamic models,1
Cellular automata,simulation,1
inertial measurement,tennis,1
inertial measurement,wearable wireless,1
Application Features,Usage Data,1
Application Features,Cloud,1
Application Features,"Cloud, Software-as-a-Service (SaaS)",1
activity recognition,management,1
activity recognition,recognition,3
activity recognition,Data management,1
activity recognition,biomedical,1
Monte Carlo methods,management,1
Monte Carlo methods,public domain software,1
Monte Carlo methods,methods,1
ambient feedback,energy monitoring,1
ambient feedback,feedback,1
ambient feedback,home energy monitoring,1
thematic analysis,quest creation process,1
Sensor networks,Environmental monitoring,1
speech recognition,lifelog,1
speech recognition,recognition,5
speech recognition,multimedia,1
speech recognition,video retrieval,1
speech recognition,Narrative peaks,1
variable  length  input,recognition,1
variable  length  input,deep  learning,1
Terminology,Machine Translation,1
Terminology,Neural Machine Translation,1
Terminology,User Requirements,1
Terminology,Health Information Seeking,1
Terminology,Software development,1
Terminology,Specialised Communication,1
Terminology,Software engineering,1
Terminology,Risk Management,1
software process improvement,software SMEs,1
Internet video,Cross-language information retrieval,1
wearable sensors,pH,1
wearable sensors,sport science,1
wearable sensors,sweat monitoring,1
comparative evaluation,lifelog,1
comparative evaluation,"test
collection",1
comparative evaluation,multimodal,1
time series methods,methods,1
exercise therapy,posture,1
exercise therapy,biomedical technology,1
exercise therapy,feedback,1
exercise therapy,biomedical,1
Customer Experience,Omni Channel Retail,1
Pseudo relevance feedback,feedback,1
Code Embeddings,Distributed Representations,1
Code Embeddings,Machine Learning,1
Code Embeddings,user2code2vec,1
Periodic table-like structure,Visualisation,1
Periodic table-like structure,management,1
Periodic table-like structure,Personality,1
Periodic table-like structure,Software development,1
Visualisation,management,1
Visualisation,Personality,1
Visualisation,Software development,1
dementia,patient monitoring,1
dementia,reminiscence therapy,2
dementia,Early stage dementia,1
dementia,ethics,1
dementia,recsys,1
pseudo relevance feedback,feedback,2
pseudo relevance feedback,Incomplete Annotation Problem,1
Furhat robot,Entity,1
Educational data mining,Learning analytics,1
Image/video search,Computer vision,1
Sensor Networks,Home Monitoring,1
Sensor Networks,Sensor Applications,1
management,recognition,1
management,Software management,1
management,C2T,1
management,"fog computing, orchestration",1
management,sensor data management,1
management,Personality,1
management,peer-to-peer,1
management,Data management,1
management,orchestration architectures,1
management,IPTV,1
management,Software development,2
management,Lifelogging,2
management,public domain software,1
management,simulation tools,1
management,methods,1
management,simulation,1
management,sensor networks,1
management,orchestration standards,1
management,terminology management,1
lifelog,recognition,2
lifelog,interactive retrieval systems,1
lifelog,test collection,2
lifelog,"test
collection",1
lifelog,benchmark,2
lifelog,annotation,1
lifelog,Lifelogging,1
lifelog,lifelog event augmentation,1
lifelog,lifelogging retrieval and summarization,1
lifelog,daily reflection,1
lifelog,search engine,1
lifelog,personal life semantics,1
lifelog,multimodal,3
recognition,deep  learning,1
recognition,Event classification,1
recognition,benchmark,1
recognition,gesture recognition,1
recognition,Support vector machines,1
recognition,Feature extraction,1
